,pid,task,starttime,endtime,original_response_Dutch,original_response,original_response_cleaned,response,invalid,jump_GT,response_len,response_num_words,previous_original_response,previous_response,order,RT,category,SS,jump_cat,jump_SS,jump,originality,jump_profile
1485,2686,1,1612352225573,1612352226714,leeuw,lion,lion,lion,0.0,1.0,4,1,zeebra,zeebra,13,1.141,1,0.7943804264068604,1,1,1,,5
1486,2686,1,1612352226714,1612352228355,olifant,elephant,elephant,elephant,0.0,1.0,8,1,lion,lion,14,1.641,9,0.8243112564086914,1,0,0,,5
1487,2686,1,1612352228355,1612352234524,giraf,giraffe,giraffe,giraffe,0.0,1.0,7,1,elephant,elephant,15,6.169,14,0.8501284122467041,1,0,0,,5
1488,2686,1,1612352234524,1612352245361,coala,coala,coala,koala,0.0,1.0,5,1,giraffe,giraffe,16,10.837,5,0.8163261413574219,1,0,0,,5
1489,2686,1,1612352245361,1612352258596,hamster,hamster,hamster,hamster,0.0,1.0,7,1,coala,koala,17,13.235,2,0.8076468706130981,1,0,0,,5
1490,2686,1,1612352258596,1612352266278,vos,fox,fox,fox,0.0,1.0,3,1,hamster,hamster,18,7.682,8,0.7856397032737732,1,1,1,,6
1491,2686,1,1612352266278,1612352273449,cavia,guinea pig,guinea pig,guinea pig,0.0,1.0,10,2,fox,fox,19,7.171,2,0.7801598310470581,1,1,1,,7
1498,2686,2,1612353023745,1612353034427,bloempot hoger laten staan,leave the flower pot higher,leave flower pot higher,leave flower pot higher,0.0,1.0,23,4,use to leave the door open so that it does not blow closed,leave door open blow closed,1,10.682,19,0.7794106006622314,1,1,1,1.7,1
1499,2686,2,1612353034427,1612353095647,ter decoratie (als je hem kan beschilderen),for decoration (if you can paint it),decoration,decoration,0.0,1.0,10,1,leave the flower pot higher,leave flower pot higher,2,61.22,25,0.8041616082191467,1,0,0,1.0,1
1500,2686,2,1612353095647,1612353206540,gebruiken om je noten klein te krijgen,use to get your nuts small,get nuts small,get nuts small,0.0,1.0,14,3,for decoration (if you can paint it),decoration,3,110.893,11,0.7503584623336792,1,1,1,1.4,2
1501,2686,2,1612353206540,1612353319852,je kan er een foto opplakken en in de kast zetten,you can stick a photo on it and put it in the cupboard,stick photo put cupboard,stick photo put cupboard,0.0,1.0,24,4,use to get your nuts small,get nuts small,4,113.312,14,0.7474948167800903,1,1,1,2.0,3
1502,2686,2,1612353319852,1612353392793,kaarsen standaard (gat in maken) of grotere kaarsen er op zetten,standard candles (make a hole in them) or place larger candles on them,standard candles place larger candles,standard candles place larger candles,0.0,1.0,37,5,you can stick a photo on it and put it in the cupboard,stick photo put cupboard,5,72.941,13,0.7733592987060547,1,1,1,3.0,4
1504,2686,3,1612352351872,1612352372365,die foto's met paperclip komen dan aan een touw ,those photos with paper clip are then attached to a rope,photos paper clip attached rope,photos paper clip attached rope,0.0,1.0,31,5,hang up photos,hang photos,1,20.493,20,0.8407823443412781,1,0,0,2.0,0
1505,2686,3,1612352372365,1612352397128,bloem maken door allemaal paperclips aan elkaar vast te maken,Make a flower by attaching paper clips together,Make flower attaching paper clips together,make flower attaching paper clips together,0.0,1.0,42,6,those photos with paper clip are then attached to a rope,photos paper clip attached rope,2,24.763,1,0.866435170173645,1,0,0,2.0,0
1506,2686,3,1612352397128,1612352402152,sleutelhanger,keychain,keychain,keychain,0.0,1.0,8,1,Make a flower by attaching paper clips together,make flower attaching paper clips together,3,5.024,28,0.771111786365509,1,1,1,2.0,1
1507,2686,3,1612352402152,1612352434557,ring van maken,make a ring,make ring,make ring,0.0,1.0,9,2,keychain,keychain,4,32.405,14,0.7977026700973511,1,1,1,2.0,2
1508,2686,3,1612352434557,1612352460622,paperclip ketting maken,making a paper clip chain,making paper clip chain,making paper clip chain,0.0,1.0,23,4,make a ring,make ring,5,26.065,1,0.8060581684112549,1,0,0,1.0,2
1509,2686,3,1612352460622,1612352513975,zonnenbrillen koord ,sunglasses cord,sunglasses cord,sunglasses cord,0.0,1.0,15,2,making a paper clip chain,making paper clip chain,6,53.353,25,0.7734506130218506,1,1,1,3.0,3
1510,2686,3,1612352513975,1612352579216,"dieren beeldje maken (of een ander soort beeldje), dus het contour maken","making an animal statue (or another kind of statue), i.e. making the contour",making animal statue  ie  making contour,making animal statue  ie  making contour,0.0,1.0,40,6,sunglasses cord,sunglasses cord,7,65.241,21,0.7400068044662476,1,1,1,3.0,4
1511,2686,3,1612352579216,1612352639382,broche van maken,make a brooch,make brooch,make brooch,0.0,1.0,11,2,"making an animal statue (or another kind of statue), i.e. making the contour",making animal statue  ie  making contour,8,60.166,28,0.7832887768745422,1,1,1,2.0,5
1512,2686,3,1612352639382,1612352714695,vormpjes van maken,make shapes,make shapes,make shapes,0.0,1.0,11,2,make a brooch,make brooch,9,75.313,21,0.7931180596351624,1,1,1,2.0,6
1513,2686,3,1612352714695,1612352729487,van die vormpjes koekjes bakken,baking those cookie shapes,baking cookie shapes,baking cookie shapes,0.0,1.0,20,3,make shapes,make shapes,10,14.792,13,0.8746356964111328,1,0,0,3.3,6
1514,2686,3,1612352729487,1612352788865,"gebruiken om je nagels te decoreren met nagellak, bijvoorbeeld stippen zetten","use to decorate your nails with nail polish, for example putting dots",decorate nails nail polish  example putting dots,decorate nails nail polish  example putting dots,0.0,1.0,48,7,baking those cookie shapes,baking cookie shapes,11,59.378,18,0.7487591505050659,1,1,1,3.0,7
1515,2686,3,1612352788865,1612352822160,slot mee openmaken indien je geen sleutel meer hebt,open the lock if you no longer have a key,open lock longer key,open lock longer key,0.0,1.0,20,4,"use to decorate your nails with nail polish, for example putting dots",decorate nails nail polish  example putting dots,12,33.295,5,0.7067460417747498,1,1,1,2.5,8
1517,2687,1,1612353050048,1612353051295,hond,dog,dog,dog,0.0,1.0,3,1,cat,cat,1,1.247,3,0.8227521181106567,1,0,0,,0
1518,2687,1,1612353051295,1612353052858,dolfijn,dolphin,dolphin,dolphin,0.0,1.0,7,1,dog,dog,2,1.563,12,0.8123783469200134,1,0,0,,0
1519,2687,1,1612353052858,1612353054138,paard,horse,horse,horse,0.0,1.0,5,1,dolphin,dolphin,3,1.28,3,0.8041998147964478,1,0,0,,0
1520,2687,1,1612353054138,1612353055180,kip,chicken,chicken,chicken,0.0,1.0,7,1,horse,horse,4,1.042,10,0.8262660503387451,1,0,0,,0
1521,2687,1,1612353055180,1612353058252,koe,cow,cow,cow,0.0,1.0,3,1,chicken,chicken,5,3.072,3,0.8483150601387024,1,0,0,,0
1522,2687,1,1612353058252,1612353061257,kameel,camel,camel,camel,0.0,1.0,5,1,cow,cow,6,3.005,9,0.806792140007019,1,0,0,,0
1523,2687,1,1612353061257,1612353075052,paard,horse,horse,horse,0.0,1.0,5,1,camel,camel,7,13.795,3,0.8345630168914795,1,0,0,,0
1524,2687,1,1612353075052,1612353076790,leeuw,lion,lion,lion,0.0,1.0,4,1,horse,horse,8,1.738,1,0.8268563747406006,1,0,0,,0
1525,2687,1,1612353076790,1612353079960,giraffe,giraffe,giraffe,giraffe,0.0,1.0,7,1,lion,lion,9,3.17,14,0.8255095481872559,1,0,0,,0
1526,2687,1,1612353079960,1612353084237,leguaan,iguana,iguana,iguana,0.0,1.0,6,1,giraffe,giraffe,10,4.277,5,0.8140681385993958,1,0,0,,0
1527,2687,1,1612353084237,1612353093781,bizon,bison,bison,bison,0.0,1.0,5,1,iguana,iguana,11,9.544,9,0.8019436597824097,1,0,0,,0
1528,2687,1,1612353093781,1612353098111,geit,goat,goat,goat,0.0,1.0,4,1,bison,bison,12,4.33,3,0.8293896913528442,1,0,0,,0
1529,2687,1,1612353098111,1612353099632,schaap,sheep,sheep,sheep,0.0,1.0,5,1,goat,goat,13,1.521,3,0.8465369939804077,0,0,0,,0
1530,2687,1,1612353099632,1612353105075,varken,pig,pig,pig,0.0,1.0,3,1,sheep,sheep,14,5.443,2,0.8560076951980591,1,0,0,,0
1531,2687,1,1612353105075,1612353109932,konijn,rabbit,rabbit,rabbit,0.0,1.0,6,1,pig,pig,15,4.857,15,0.8614753484725952,1,0,0,,0
1532,2687,1,1612353111225,1612353112143,vos,fox,fox,fox,0.0,1.0,3,1,rabbit,rabbit,16,0.918,8,0.8063070774078369,1,0,0,,0
1533,2687,1,1612353112143,1612353115776,haas,hare,hare,hare,0.0,1.0,4,1,fox,fox,17,3.633,15,0.786668062210083,1,1,1,,1
1534,2687,1,1612353115776,1612353116958,hert,deer,deer,deer,0.0,1.0,4,1,hare,hare,18,1.182,8,0.8500838875770569,1,0,0,,1
1535,2687,1,1612353116958,1612353119581,vogel,bird,bird,bird,0.0,1.0,4,1,deer,deer,19,2.623,10,0.8201953172683716,1,0,0,,1
1546,2687,2,1612353193583,1612353198542,onderzetter,coaster,coaster,coaster,0.0,1.0,7,1,build a house,build house,1,4.959,1,0.7333876490592957,1,1,1,2.0,1
1547,2687,2,1612353198542,1612353206825,gooien,to throw,throw,throw,0.0,1.0,5,1,coaster,coaster,2,8.283,5,0.7788521647453308,1,1,1,1.0,2
1549,2687,2,1612353222333,1612353236863,erop schilderen,paint on it,paint,paint,0.0,1.0,5,1,to throw,throw,3,14.53,26,0.789996325969696,1,1,1,2.0,3
1550,2687,2,1612353236863,1612353246779,ermee krijten,chalk with it,chalk,chalk,0.0,1.0,5,1,paint on it,paint,4,9.916,1,0.8376134634017944,1,0,0,2.0,3
1551,2687,2,1612353246779,1612353257538,kapot maken,destroy,destroy,destroy,0.0,1.0,7,1,chalk with it,chalk,5,10.759,8,0.7826200127601624,1,1,1,1.0,4
1552,2687,2,1612353257538,1612353280296,speeltelefoon,play phone,play phone,toy phone,0.0,1.0,9,2,destroy,destroy,6,22.758,3,0.7570503950119019,1,1,1,3.0,5
1553,2687,2,1612353280296,1612353295310,er op zitten,sit on it,sit,sit,0.0,1.0,3,1,play phone,toy phone,7,15.014,10,0.7394304275512695,1,1,1,1.0,6
1554,2687,2,1612353295310,1612353332836,op een stapel papieren leggen zodat ze niet wegwaaien,Place them on a pile of papers so they don't blow away,Place pile papers blow away,paper weight,0.0,1.0,12,2,sit on it,sit,8,37.526,3,0.7702586650848389,1,1,1,1.0,7
1555,2687,2,1612353332836,1612353386580,verzamelen ,collect,collect,collect,0.0,1.0,7,1,Place them on a pile of papers so they don't blow away,paper weight,9,53.744,3,0.7831540107727051,0,1,0,1.0,7
1556,2687,2,1612353386580,1612353448598,op een grondzeil leggen zodat die niet wegwaait,place on a groundsheet so that it does not blow away,place groundsheet blow away,weight against wind,0.0,1.0,19,3,collect,collect,10,62.018,11,0.7727633714675903,1,1,1,1.0,8
1557,2687,2,1612353448598,1612353460021,haringen in de grond slaan,driving pegs into the ground,driving pegs ground,hammer,0.0,1.0,6,1,place on a groundsheet so that it does not blow away,weight against wind,11,11.423,8,0.7891305685043335,1,1,1,1.7,9
1558,2687,2,1612353460021,1612353513328,als versteviging achter iets neerleggen,to place behind something as reinforcement,place behind reinforcement,reinforcement,0.0,1.0,13,1,driving pegs into the ground,hammer,12,53.307,24,0.80460524559021,1,0,0,1.0,9
1559,2687,2,1612353513328,1612353543943,een gat dichten in een muur,patching a hole in a wall,patching hole wall,patching wall,0.0,1.0,13,2,to place behind something as reinforcement,reinforcement,13,30.615,24,0.8235193490982056,0,0,0,1.0,9
1560,2687,2,1612353543943,1612353566888,achter de wielen van een camper/caravan neerleggen zodat die niet wegrolt,behind the wheels of a camper/caravan so that it does not roll away,behind wheels campercaravan roll away,weight support for wheels,0.0,1.0,25,4,patching a hole in a wall,patching wall,14,22.945,10,0.7406149506568909,1,1,1,1.0,10
1561,2687,2,1612353566888,1612353665104,de paal van de goal zijn ,be the post of the goal,post goal,goalpost,0.0,1.0,8,1,behind the wheels of a camper/caravan so that it does not roll away,weight support for wheels,15,98.216,24,0.7647000551223755,1,1,1,2.0,11
1562,2687,2,1612353665104,1612353685162,vermalen tot gravel,grind into gravel,grind gravel,grind gravel,0.0,1.0,12,2,be the post of the goal,goalpost,16,20.058,2,0.7264644503593445,1,1,1,2.0,12
1563,2687,2,1612353685162,1612353744834,muziek maken door erop te trommelen,make music by drumming,make music drumming,music drums,0.0,1.0,11,2,grind into gravel,grind gravel,17,59.672,3,0.7405437231063843,1,1,1,2.0,13
1564,2687,2,1612353744834,1612353776226,laten vallen en een tegel breken,drop and break a tile,drop break tile,break tile,0.0,1.0,10,2,make music by drumming,music drums,18,31.392,25,0.7473143339157104,1,1,1,1.0,14
1566,2687,3,1612353812076,1612353860919,slot openmaken,open lock,open lock,open lock,0.0,1.0,9,2,temporarily attach paper together,temporarily attach paper together,1,48.843,5,0.7660296559333801,1,1,1,2.0,1
1567,2687,3,1612353860919,1612353866450,iemand prikken,prick someone,prick,prick,0.0,1.0,5,1,open lock,open lock,2,5.531,14,0.7833660840988159,1,1,1,2.0,2
1568,2687,3,1612353866450,1612353878249,textuur aanbrengen in klei,adding texture to clay,adding texture clay,textured clay,0.0,1.0,13,2,prick someone,prick,3,11.799,21,0.7189854383468628,1,1,1,3.3,3
1569,2687,3,1612353878249,1612353904889,als sleutelhanger gebruiken,use as a key ring,key ring,key ring,0.0,1.0,8,2,adding texture to clay,textured clay,4,26.64,28,0.7226440906524658,1,1,1,2.0,4
1570,2687,3,1612353904889,1612353942942,door een smalle gleuf heen steken,through a narrow slot,narrow slot,narrow slot,0.0,1.0,11,2,use as a key ring,key ring,5,38.053,14,0.8035351037979126,1,0,0,2.0,4
1571,2687,3,1612353942942,1612353958793,als oorbel dragen,wear as an earring,wear earring,earring,0.0,1.0,7,1,through a narrow slot,narrow slot,6,15.851,27,0.806702733039856,1,0,0,2.0,4
1572,2687,3,1612353958793,1612353994421,op een tafel tikken,tap on a table,tap table,tap on table,0.0,1.0,12,3,wear as an earring,earring,7,35.628,14,0.7576647996902466,1,1,1,2.0,5
1573,2687,3,1612353994421,1612354014383,als tabs gebruiken in een map,use as tabs in a folder,tabs folder,tabs folder,0.0,1.0,11,2,tap on a table,tap on table,8,19.962,3,0.7805445194244385,1,1,1,2.0,6
1574,2687,3,1612354014383,1612354024976,een gaatje prikken in papier,poke a hole in paper,poke hole paper,poke hole paper,0.0,1.0,15,3,use as tabs in a folder,tabs folder,9,10.593,12,0.7789450883865356,1,1,1,1.0,7
1575,2687,3,1612354024976,1612354046631,een klein resetknopje indrukken,press a small reset button,press small reset button,press reset button,0.0,1.0,18,3,poke a hole in paper,poke hole paper,10,21.655,7,0.7480268478393555,1,1,1,3.0,8
1576,2687,3,1612354046631,1612354063697,knutselen ,to craft,craft,craft,0.0,1.0,5,1,press a small reset button,press reset button,11,17.066,24,0.7533314228057861,1,1,1,2.0,9
1577,2687,3,1612354063697,1612354118080,aan een rits zodat je daaraan weer kan trekken,on a zipper so you can pull it again,zipper pull,zipper pull,0.0,1.0,11,2,to craft,craft,12,54.383,19,0.7808897495269775,1,1,1,2.5,10
1578,2687,3,1612354118080,1612354165911,boterhamzakjes tijdelijk aan elkaar vastmaken,temporarily attach sandwich bags together,temporarily attach sandwich bags together,attach bags togetehr,0.0,1.0,20,3,on a zipper so you can pull it again,zipper pull,13,47.831,6,0.8089301586151123,1,0,0,1.0,10
1580,2687,3,1612354180020,1612354203640,krassen maken in papier,scratching paper,scratching paper,scratching paper,0.0,1.0,16,2,temporarily attach sandwich bags together,attach bags togetehr,14,23.62,16,0.7459218502044678,1,1,1,2.0,11
1582,2687,3,1612354245101,1612354277553,elektriciteit geleiden ,conduct electricity,conduct electricity,conduct electricity,0.0,1.0,19,2,scratching paper,scratching paper,15,32.452,26,0.7325940132141113,1,1,1,3.0,12
1583,2687,3,1612354277553,1612354344817,aan een magneet kleven,stick to a magnet,stick magnet,stick magnet,0.0,1.0,12,2,conduct electricity,conduct electricity,16,67.264,13,0.7789849042892456,1,1,1,2.5,13
1584,2687,3,1612354344817,1612354358397,erover uitglijden,slip on it,slip,slip,0.0,1.0,4,1,stick to a magnet,stick magnet,17,13.58,14,0.8000509738922119,1,0,0,1.0,13
1585,2687,3,1612354358397,1612354371964,met je vinger wegschieten,shoot away with your finger,shoot away finger,shoot away finger,0.0,1.0,17,3,slip on it,slip,18,13.567,14,0.788382887840271,0,1,0,2.5,13
1587,2689,1,1612358302562,1612358305583,Giraffe,Giraffe,Giraffe,giraffe,0.0,1.0,7,1,Elephant,elephant,1,3.021,14,0.8501284122467041,1,0,0,,0
1588,2689,1,1612358305583,1612358307061,Kikker,Frog,Frog,frog,0.0,1.0,4,1,Giraffe,giraffe,2,1.478,14,0.8170729875564575,0,0,0,,0
1589,2689,1,1612358307061,1612358309888,Libelle,Dragonfly,Dragonfly,dragonfly,0.0,1.0,9,1,Frog,frog,3,2.827,15,0.8333841562271118,1,0,0,,0
1590,2689,1,1612358309888,1612358311706,Konijn,Rabbit,Rabbit,rabbit,0.0,1.0,6,1,Dragonfly,dragonfly,4,1.818,15,0.7664938569068909,0,1,0,,0
1591,2689,1,1612358311706,1612358312529,Kat,Cat,Cat,cat,0.0,1.0,3,1,Rabbit,rabbit,5,0.823,1,0.8295192718505859,1,0,0,,0
1592,2689,1,1612358312529,1612358313792,Hond,Dog,Dog,dog,0.0,1.0,3,1,Cat,cat,6,1.263,3,0.8227521181106567,1,0,0,,0
1593,2689,1,1612358313792,1612358315186,Varken,Pig,Pig,pig,0.0,1.0,3,1,Dog,dog,7,1.394,2,0.8292356729507446,1,0,0,,0
1594,2689,1,1612358315186,1612358316032,Koe,Cow,Cow,cow,0.0,1.0,3,1,Pig,pig,8,0.846,3,0.8522614240646362,1,0,0,,0
1595,2689,1,1612358316032,1612358318307,Leeuw,Lion,Lion,lion,0.0,1.0,4,1,Cow,cow,9,2.275,1,0.8141711950302124,1,0,0,,0
1596,2689,1,1612358318307,1612358321162,Tijger,Tiger,Tiger,tiger,0.0,1.0,5,1,Lion,lion,10,2.855,6,0.8430523872375488,1,0,0,,0
1597,2689,1,1612358321162,1612358322741,Poema,Cougar,Cougar,cougar,0.0,1.0,6,1,Tiger,tiger,11,1.579,1,0.8358058333396912,1,0,0,,0
1598,2689,1,1612358322741,1612358324289,Cheeta,Cheetah,Cheetah,cheetah,0.0,1.0,7,1,Cougar,cougar,12,1.548,1,0.8576400279998779,0,0,0,,0
1599,2689,1,1612358324289,1612358326925,Neushoorn,Rhino,Rhino,rhino,0.0,1.0,5,1,Cheetah,cheetah,13,2.636,9,0.800948977470398,1,0,0,,0
1600,2689,1,1612358326925,1612358331026,Slang,Snake,Snake,snake,0.0,1.0,5,1,Rhino,rhino,14,4.101,7,0.769232988357544,1,1,1,,1
1601,2689,1,1612358331026,1612358331997,Spin,Spider,Spider,spider,0.0,1.0,6,1,Snake,snake,15,0.971,15,0.8359353542327881,1,0,0,,1
1602,2689,1,1612358331997,1612358334228,Lieveheersbeestje,Ladybird,Ladybird,ladybird,0.0,1.0,8,1,Spider,spider,16,2.231,10,0.7706640362739563,1,1,1,,2
1603,2689,1,1612358334228,1612358337354,Kever,Beetle,Beetle,beetle,0.0,1.0,6,1,Ladybird,ladybird,17,3.126,14,0.8087241649627686,1,0,0,,2
1604,2689,1,1612358337354,1612358339422,Pissebed,Woodlouse,Woodlouse,woodlouse,0.0,1.0,9,1,Beetle,beetle,18,2.068,15,0.8525468111038208,1,0,0,,2
1605,2689,1,1612358339422,1612358341769,Wolf,Wolf,Wolf,wolf,0.0,1.0,4,1,Woodlouse,woodlouse,19,2.347,8,0.7835389971733093,1,1,1,,3
1625,2689,2,1612358435636,1612358440118,gebouw maken,make building,make building,make building,0.0,1.0,13,2,Build a house,build house,1,4.482,14,0.8969483375549316,1,0,0,1.0,0
1626,2689,2,1612358440118,1612358445831,muur bouwen,building wall,building wall,building wall,0.0,0,13,2,make building,make building,2,5.713,24,0.872102677822113,1,0,0,1.0,0
1627,2689,2,1612358445831,1612358457087,Met verschillende gekleurde bakstenen een kunstwerk maken,Create a work of art with different colored bricks,Create work art different colored,artwork,0.0,1.0,7,1,building wall,building wall,3,11.256,26,0.763375997543335,1,1,1,2.0,1
1628,2689,2,1612358457087,1612358467233,sculptuur uit maken,make a sculpture,make sculpture,sculpture,0.0,0,9,1,Create a work of art with different colored bricks,artwork,4,10.146,26,0.8549615740776062,0,0,0,2.0,1
1629,2689,2,1612358467233,1612358471433,verven,to paint,paint,paint,0.0,0,5,1,make a sculpture,sculpture,5,4.2,26,0.8083433508872986,0,0,0,2.0,1
1631,2689,2,1612358477991,1612358486846,op schilderen/tekenen,on painting/drawing,paintingdrawing,paintingdrawing,0.0,0,15,1,to paint,paint,6,8.855,26,0.8723889589309692,0,0,0,2.0,1
1632,2689,2,1612358486846,1612358495442,vanuit verschillende hoeken fotograferen,shooting from different angles,shooting different angles,shooting,0.0,1.0,8,1,on painting/drawing,paintingdrawing,7,8.596,8,0.778016984462738,1,1,1,1.4,2
1633,2689,2,1612358495442,1612358502370,Met verschillende licht bekijken,View with different light,View different light,view with different light,0.0,1.0,25,4,shooting from different angles,shooting,8,6.928,3,0.7603156566619873,1,1,1,2.0,3
1634,2689,2,1612358502370,1612358509734,Inzoomen en foto's maken van de structuur,Zoom in and take pictures of the structure,Zoom take pictures structure,zoom in and take pictures,0.0,1.0,25,5,View with different light,view with different light,9,7.364,13,0.796044111251831,1,1,1,3.0,4
1635,2689,2,1612358509734,1612358527999,kapot slaan,smash,smash,smash,0.0,1.0,5,1,Zoom in and take pictures of the structure,zoom in and take pictures,10,18.265,8,0.7562127709388733,1,1,1,1.0,5
1636,2689,2,1612358527999,1612358567290,Op bepaalde manier opstapelen en dan vorm eruit maken,Stack it up in a certain way and then make a shape out of it,Stack certain way make shape,stack,0.0,1.0,5,1,smash,smash,11,39.291,12,0.8372722864151001,1,0,0,1.0,5
1637,2689,2,1612358567290,1612358577586,Woord spellen met bakstenene,Spell words with bricks,Spell words,spell words,0.0,1.0,11,2,Stack it up in a certain way and then make a shape out of it,stack,12,10.296,3,0.7563263177871704,1,1,1,2.0,6
1638,2689,2,1612358577586,1612358596238,beplakken met tape,cover with tape,cover tape,cover with tape,0.0,1.0,15,3,Spell words with bricks,spell words,13,18.652,4,0.7537025213241577,1,1,1,2.0,7
1639,2689,2,1612358596238,1612358597793,Inpakken,Packing up,Packing,packing,0.0,1.0,7,1,cover with tape,cover with tape,14,1.555,16,0.8147687315940857,1,0,0,1.0,7
1641,2689,2,1612358619728,1612358623276,naam geven,Give your name,Give name,personify,0.0,1.0,9,1,Packing up,packing,15,3.548,3,0.7514092922210693,1,1,1,2.0,8
1642,2689,2,1612358623276,1612358626144,In huis plaatsen,Place in the house,Place house,house,0.0,1.0,5,1,Give your name,personify,16,2.868,24,0.757134199142456,1,1,1,1.0,9
1643,2689,2,1612358626144,1612358629942,Voor je huis plaatsen,Place in front of your house,Place front house,house front,0.0,0,11,2,Place in the house,house,17,3.798,20,0.8849682211875916,1,0,0,1.0,9
1644,2689,2,1612358629942,1612358642182,bakje van maken,make a bowl,make bowl,bowl,0.0,1.0,4,1,Place in front of your house,house front,18,12.24,5,0.7463258504867554,1,1,1,2.0,10
1645,2689,2,1612358642182,1612358675062,foto's op plakken,paste photos,paste photos,paste photos,0.0,1.0,12,2,make a bowl,bowl,19,32.88,13,0.7342338562011719,1,1,1,3.0,11
1663,2689,3,1612359042197,1612359046594,piercing,piercing,piercing,piercing,0.0,1.0,8,1,earring,earring,1,4.397,27,0.8589836955070496,0,0,0,2.0,0
1664,2689,3,1612359046594,1612359049964,naald,needle,needle,needle,0.0,1.0,6,1,piercing,piercing,2,3.37,12,0.8447486758232117,1,0,0,2.0,0
1665,2689,3,1612359049964,1612359056756,punaise,pushpin,pushpin,pushpin,0.0,1.0,7,1,needle,needle,3,6.792,14,0.8121739029884338,1,0,0,2.0,0
1666,2689,3,1612359056756,1612359063766,sat̩prikker idee,skewer idea,skewer idea,skewer idea,0.0,1.0,11,2,pushpin,pushpin,4,7.01,13,0.7701658010482788,1,1,1,2.5,1
1667,2689,3,1612359063766,1612359074064,pen,pen,pen,pen,0.0,1.0,3,1,skewer idea,skewer idea,5,10.298,3,0.7726020812988281,1,1,1,2.0,2
1668,2689,3,1612359074064,1612359080812,wapen,weapon,weapon,weapon,0.0,1.0,6,1,pen,pen,6,6.748,13,0.836557924747467,1,0,0,2.0,2
1669,2689,3,1612359080812,1612359086902,papier vasthouden,hold paper,hold paper,hold paper,0.0,1.0,10,2,weapon,weapon,7,6.09,3,0.7909737825393677,1,1,1,1.0,3
1670,2689,3,1612359086902,1612359106056,aan armband,on bracelet,bracelet,bracelet,0.0,1.0,8,1,hold paper,hold paper,8,19.154,28,0.753042459487915,1,1,1,2.0,4
1671,2689,3,1612359106056,1612359114952,Aan ketting ,On chain,chain,chain,0.0,1.0,5,1,on bracelet,bracelet,9,8.896,28,0.8202358484268188,0,0,0,1.0,4
1672,2689,3,1612359114952,1612359126949,slingers van maken,make streamers,make streamers,streamers,0.0,1.0,9,1,On chain,chain,10,11.997,13,0.7939501404762268,1,1,1,3.0,5
1673,2689,3,1612359126949,1612359184553,aan ritssluiting,on zipper,zipper,zipper,0.0,1.0,6,1,make streamers,streamers,11,57.604,19,0.778997004032135,1,1,1,2.5,6
1674,2689,3,1612359184553,1612359191802,mee tekenen,sign along,sign,sign,0.0,1.0,4,1,on zipper,zipper,12,7.249,8,0.7857515811920166,1,1,1,1.0,7
1675,2689,3,1612359191802,1612359197178,mee schrijven jn het z,write along with it,write,write,0.0,1.0,5,1,sign along,sign,13,5.376,21,0.8132495880126953,1,0,0,1.0,7
1676,2689,3,1612359197336,1612359207325,mee schrijven in klei,write in clay,write clay,write in clay,0.0,1.0,13,3,write along with it,write,14,9.989,21,0.869414210319519,0,0,0,3.0,7
1677,2689,3,1612359207325,1612359218106,Mee schrijven in zand,Write in sand,Write sand,write in sand,0.0,1.0,13,3,write in clay,write in clay,15,10.781,21,0.9121126532554626,0,0,0,3.0,7
1678,2689,3,1612359218106,1612359223906,Schrijven op huid,Writing on skin,Writing skin,writing on skin,0.0,1.0,15,3,Write in sand,write in sand,16,5.8,21,0.8538118600845337,0,0,0,2.5,7
1679,2689,3,1612359223906,1612359236779,iemand verwonden,injure someone,injure,injure,0.0,1.0,6,1,Writing on skin,writing on skin,17,12.873,14,0.7785300612449646,1,1,1,2.0,8
1680,2689,3,1612359236779,1612359262222,Iets aanhangen,Attach something,Attach,attach,0.0,1.0,6,1,injure someone,injure,18,25.443,20,0.8391174674034119,1,0,0,1.0,8
1681,2689,3,1612359262222,1612359298174,Aan kleding hangen,Hanging on clothes,Hanging clothes,hanging clothes,0.0,1.0,15,2,Attach something,attach,19,35.952,20,0.8141214847564697,0,0,0,2.0,8
1696,2690,1,1612358455454,1612358460218,vis,fish,fish,fish,0.0,1.0,4,1,MONKEY,monkey,1,4.764,11,0.7825334072113037,1,1,1,,1
1697,2690,1,1612358460218,1612358468574,Kikker,Frog,Frog,frog,0.0,1.0,4,1,fish,fish,2,8.356,14,0.828372597694397,1,0,0,,1
1698,2690,1,1612358468574,1612358470667,geit,goat,goat,goat,0.0,1.0,4,1,Frog,frog,3,2.093,3,0.8046596050262451,1,0,0,,1
1699,2690,1,1612358470667,1612358474604,leguan,iguana,iguana,iguana,0.0,1.0,6,1,goat,goat,4,3.937,5,0.8153997659683228,1,0,0,,1
1700,2690,1,1612358474604,1612358477842,brulaap,howler monkey,howler monkey,howler monkey,0.0,1.0,13,2,iguana,iguana,5,3.238,4,0.8033791184425354,1,0,0,,1
1701,2690,1,1612358477842,1612358481288,doodskopaap,squirrel monkey,squirrel monkey,squirrel monkey,0.0,1.0,15,2,howler monkey,howler monkey,6,3.446,2,0.8579813838005066,1,0,0,,1
1702,2690,1,1612358481288,1612358487678,cavia,guinea pig,guinea pig,guinea pig,0.0,1.0,10,2,squirrel monkey,squirrel monkey,7,6.39,2,0.7966853976249695,0,1,0,,1
