,pid,task,starttime,endtime,response,response_English,response_English_cleaned,response_English_corrected,invalid,jump_GT,creative,response_len,previous_response_len,RT,previous_response_English,order,clusters_GPT,previous_clusters_GPT,jump_GPT,SS,SS_ref,cluster,previous_cluster,cluster_dist,jump,previous_jump,order_in_cluster,frequency
945,2714,2,1612458583666,1612458597660,boekenstop,bookstop,bookstop,,,,,10,41.0,7.243620188360350,make yourself heavier while running,32,"[6, 20]",[26],1.0,0.6914740800857540,0.74792206,4,16,0.987912703687808,1,1,1,-4.250106845943700
946,2714,2,1612458597660,1612458669452,als isolatie van je huis,as insulation for your home,insulation home,,,,,24,10.0,8.00339091960369,bookstop,33,[27],"[6, 20]",1.0,0.6929064989089970,0.7605992,15,4,0.987912703687808,1,1,1,-6.180016653652570
947,2714,2,1612458669452,1612458678288,snijplankje,cutting board,cutting board,,,,1,11,24.0,6.688383016501070,as insulation for your home,34,[37],[27],1.0,0.7524582147598270,0.78966904,13,15,0.6657247346677210,1,1,1,-6.074656137994750
948,2714,2,1612458678288,1612458695322,peperkorrels fijn te stampen,crush peppercorns,crush peppercorns,Crush pepper,,,,28,11.0,6.41035108824544,cutting board,35,[51],[37],1.0,0.7242984771728520,0.75435156,21,13,0.7763647172730280,1,1,1,-5.669191029886580
949,2715,2,1612458459867,1612458471855,op iemand gooien,throw at someone,throw someone,throw,,,,16,11.0,6.618738983517220,build something,1,"[2, 48]",[1],1.0,0.7744641304016110,0.76765466,20,3,0.9539734943698600,1,1,1,-4.976043849326640
950,2715,2,1612458471855,1612458475367,gebruiken als krijt,use as chalk,use chalk,chalk,,,,19,16.0,5.2181485544324400,throw at someone,2,[7],"[2, 48]",1.0,0.7470767498016360,0.7784685,10,20,0.9498072637269710,1,1,1,-4.976043849326640
951,2715,2,1612458475367,1612458491187,gebruiken als steun,use as support,use support,support,,,,19,19.0,6.724290964225790,use as chalk,3,[20],[7],1.0,0.8168407678604130,0.7530601,5,10,0.8507669623927810,1,1,1,-5.8923345812007900
952,2715,2,1612458491187,1612458495467,iets zwaarder maken,make something heavier,make something heavier,Make heavier,,,,19,19.0,5.416158880026720,use as support,4,[26],[20],1.0,0.7710064053535460,0.7605161,16,5,0.8507669623927810,1,1,1,-5.332718793265370
953,2715,2,1612458495467,1612458546054,gebruiken voor stoep,use for sidewalk,use sidewalk,Sidewalk,,,,20,19.0,7.835618787208910,make something heavier,5,[24],[26],1.0,0.7521632313728330,0.7676304,10,16,0.6148359822041180,1,1,1,-5.604652508749010
954,2715,2,1612458546054,1612458550199,gebruiken voor een huis,use for a house,use house,house,,,,23,20.0,5.192775675058570,use for sidewalk,6,[13],[24],1.0,0.8088177442550660,0.76933575,15,10,0.8835298354242060,1,1,1,-5.332718793265370
955,2716,2,1612459854925,1612459863955,om een ruit in te slaan,to break a window,break window,break window,,,,23,12.0,5.972176461325650,door stopper,1,"[23, 3]",[20],1.0,0.8224565982818600,0.7905121,18,17,0.915954544487911,1,1,1,-4.850880706372630
956,2716,2,1612459863955,1612459883621,als wapen,as a weapon,weapon,,,,,9,23.0,7.689307540800500,to break a window,2,[48],"[23, 3]",1.0,0.8231064081192020,0.763983,22,18,0.915954544487911,1,1,1,-3.772071045000700
957,2716,2,1612459883621,1612459922749,om op te zitten,to sit on,sit,seat,,,,15,9.0,7.866447557227440,as a weapon,3,[28],[48],1.0,0.7733668088912960,0.7672763,4,22,0.8794874127400240,1,1,1,-4.593051597070530
958,2716,2,1612459922749,1612459967644,gebruiken als verhoging (om op te staan),use as a platform (to stand on),use platform ( stand ),Platform to stand,,,,40,15.0,7.022979488076850,to sit on,4,[28],[28],0.0,0.8045023083686830,0.75149316,5,4,0.8794874127400240,1,1,1,-5.8923345812007900
959,2716,2,1612459967644,1612460006481,gebruiken als gewicht (zodat iets niet wegwaait),use as weight (so something doesn't blow away),use weight ( something n't blow away ),Weight against wind,,,,48,40.0,6.695618637109000,use as a platform (to stand on),5,"[20, 26]",[28],1.0,0.7963690757751470,0.7429999,19,5,0.8185486075688640,1,1,1,-5.8923345812007900
960,2716,2,1612460006481,1612460067624,gebruiken als gewicht (om te sporten),use as weight (for exercise),use weight ( exercise ),Exercise weight,,,,37,48.0,7.4099014531723200,use as weight (so something doesn't blow away),6,[26],"[20, 26]",0.0,0.895422101020813,0.72877455,16,19,0.752452275685388,1,1,1,-5.381508957434800
961,2716,2,1612460067624,1612460147773,stukslaan en gebruiken voor kunst ,smash and use for art,smash use art,art,,,,34,37.0,7.765176098636120,use as weight (for exercise),7,"[23, 17]",[26],1.0,0.7734996676445010,0.78299844,7,16,0.771413874256091,1,1,1,-5.8923345812007900
962,2716,2,1612460147773,1612460177685,geluid mee maken en gebruiken als beat,create sound and use it as a beat,create sound use beat,Make sound and beats,,,,38,34.0,6.668111208197230,smash and use for art,8,[14],"[23, 17]",1.0,0.8099315166473390,0.75360316,20,7,0.9929200177156740,1,1,1,-4.976043849326640
963,2716,2,1612460177685,1612460211221,telefoon stand,phone stand,phone stand,,,,,14,38.0,7.781213067160990,create sound and use it as a beat,9,[12],[14],1.0,0.6911739706993100,0.755612,5,20,0.9929200177156740,1,1,1,-5.8923345812007900
964,2716,2,1612460211221,1612460337951,om op te duiken,to show up,show,,1,,,15,14.0,9.04173432606817,phone stand,10,[49],[12],1.0,0.7690436840057370,0.7501705,14,5,0.8855685839324200,1,1,1,-5.432802251822350
965,2717,2,1612459591168,1612459592844,stone,stone,stone,,,,,5,4.0,5.8139812669542800,wall,1,[56],"[13, 60]",1.0,0.7652089595794680,0.84052217,13,2,0.9975790344640710,1,1,1,-4.793722292532680
966,2717,2,1612459592844,1612459595003,house,house,house,,,,,5,5.0,6.067383378665670,stone,2,[13],[56],1.0,0.7727086544036870,0.77821827,3,13,0.9975790344640710,1,1,1,-4.793722292532680
967,2717,2,1612459595003,1612459596735,road,road,road,,,,,4,5.0,6.070160194056320,house,3,[24],[13],1.0,0.7939144372940060,0.7786339,10,3,0.967107402389044,1,1,1,-5.199187400640850
968,2717,2,1612459596735,1612459598755,roof,robbery,robbery,,1,,,4,4.0,6.224063257192950,road,4,[44],[24],1.0,0.7597400546073910,0.75993097,21,10,0.967107402389044,1,1,1,-5.8923345812007900
969,2717,2,1612459598755,1612459606524,square,square,square,Make square,,,,6,4.0,7.165944172039150,robbery,5,[56],[44],1.0,0.7419922351837160,0.7981881,14,21,0.9204408944859920,1,1,1,-5.979345958190420
970,2717,2,1612459606524,1612459610168,caly,caly,caly,,1,,,4,6.0,6.814268435888670,square,6,[54],[56],1.0,0.754706859588623,0.73968256,14,14,0.9878608909148350,0,1,2,-4.688361776874860
971,2717,2,1612459606524,1612459611285,clay,clay,clay,,,,,4,4.0,5.631211781821370,caly,7,[54],[54],0.0,0.7893880605697630,0.8085753,13,14,0.9878608909148350,1,0,1,-5.486869473092630
972,2717,2,1612459611285,1612459619755,hard,hard,hard,,1,,,4,4.0,7.6578733558017100,clay,8,[56],[54],1.0,0.7886419296264650,0.7858242,14,13,0.9519256457412610,1,1,1,-4.793722292532680
973,2717,2,1612459619755,1612459622055,dense,dense,dense,,1,,,5,4.0,6.130682863484430,hard,9,[26],[56],1.0,0.8615918755531310,0.79055995,14,14,1,0,1,2,-4.793722292532680
974,2717,2,1612459622055,1612459627394,building,building,building,,,,,8,5.0,6.502977434654110,dense,10,"[1, 13]",[26],1.0,0.7772524356842040,0.8292111,3,14,0.9539734943698600,1,0,1,-4.046507890702460
975,2717,2,1612459627394,1612459631543,construction,construction,construction,,,0,,12,8.0,5.844992643207730,building,11,[1],"[1, 13]",0.0,0.8974835872650150,0.79976064,3,3,0.9539734943698600,0,1,2,-5.669191029886580
976,2717,2,1612459631543,1612459643970,stable,stable,stable,,1,,,6,12.0,7.635746622375800,construction,12,"[13, 27]",[1],1.0,0.7635256052017210,0.7631924,14,3,0.911814872663321,1,0,1,-5.332718793265370
977,2717,2,1612459643970,1612459667417,cement,cement,cement,,,,,6,6.0,8.270674388577080,stable,13,[1],"[13, 27]",1.0,0.768359899520874,0.81731206,13,14,0.9341327247924390,1,1,1,-5.009945401002320
978,2717,2,1612459667417,1612459715189,throwing,throwing,throwing,,,,,8,6.0,8.694711564704170,cement,14,[2],[1],1.0,0.7543157935142520,0.76442873,20,13,0.9341327247924390,1,1,1,-4.282896668766690
979,2717,2,1612459715189,1612459724200,cracking,cracking,cracking,,1,,,8,8.0,7.026537814971600,throwing,15,[23],[2],1.0,0.7777842879295350,0.8212146,21,20,0.919197638439046,1,1,1,-6.074656137994750
980,2717,2,1612459724200,1612459731172,weighing,weighing,weighing,,,,,8,8.0,6.769928962074730,cracking,16,[57],[23],1.0,0.7501807808876040,0.7465409,16,21,0.8857635811696380,1,1,1,-4.527093629278730
981,2717,2,1612459731172,1612459741339,grinding,grinding,grinding,,,,,8,8.0,7.147264184382610,weighing,17,[51],[57],1.0,0.7842088937759400,0.7842529,13,16,0.8857635811696380,1,1,1,-5.8923345812007900
982,2717,2,1612459741339,1612459759750,sculpting,sculpting,sculpting,,,,,9,8.0,7.623356796704150,grinding,18,"[17, 54]",[51],1.0,0.7905596494674680,0.7793986,7,13,0.6411895167791500,1,1,1,-5.738183901373530
983,2717,2,1612459759750,1612459800783,weight lift,weight lift,weight lift,,,,,11,9.0,8.224169605721910,sculpting,19,"[26, 56]","[17, 54]",1.0,0.7890628576278690,0.7175592,16,7,0.8305880971897590,1,1,1,-5.11914469296731
984,2717,2,1612459800783,1612459824012,paint the brick,paint the brick,paint brick,paint,,,,15,11.0,7.344945126784540,weight lift,20,[53],"[26, 56]",1.0,0.7018405795097350,0.9136733,1,16,0.8553814994774670,1,1,1,-5.009945401002320
985,2717,2,1612459824012,1612459852743,use it as a basis for your homemade outdoors oven,use it as a basis for your homemade outdoors oven,use basis homemade outdoors oven,Oven,,,,49,15.0,6.373485200427470,paint the brick,21,"[1, 9]",[53],1.0,0.752912163734436,0.77706414,9,1,0.8772009885997680,1,1,1,-5.286198777630480
986,2717,2,1612459852743,1612459869907,carve it into a birdhouse,carve it into a birdhouse,carve birdhouse,birdhouse,,,,25,49.0,6.531329420695800,use it as a basis for your homemade outdoors oven,22,[54],"[1, 9]",1.0,0.7887789607048040,0.7738129,3,9,0.8772009885997680,1,1,1,-6.767803318554690
987,2717,2,1612459869907,1612459894809,use its dust to paint with ,use its dust to paint with,use dust paint,paint,,,,27,25.0,6.8265954351986800,carve it into a birdhouse,23,[53],[54],1.0,0.7590405941009520,0.77003014,7,3,0.771413874256091,1,1,1,-5.8923345812007900
988,2717,2,1612459894809,1612459949470,fighting,fighting,fighting,fight,,,,8,27.0,8.829427622720860,use its dust to paint with,24,[4],[53],1.0,0.7388455867767330,0.751557,22,7,0.9597511654526220,1,1,1,-4.688361776874860
989,2717,2,1612459957277,1612459991330,you could use it in one of those domino falling lines,you could use it in one of those domino falling lines,could use one domino falling lines,Dominoes ,,,,53,8.0,6.464992324807400,fighting,25,[19],[4],1.0,0.755419909954071,0.7589411,22,22,0.9597511654526220,0,1,2,-5.979345958190420
990,2718,2,1612465327154,1612465330151,een huis bouwen,To Build a house,Build house,,,,,15,25.0,5.296064831494740,throw at someone's head,1,"[1, 13]","[2, 4, 44]",1.0,0.74601149559021,0.8026008,3,20,0.9498072637269710,1,1,1,-4.100575111972740
991,2718,2,1612465330151,1612465334226,een schuur bouwen,build a shed,build shed,,,0,,17,15.0,5.478369192588110,To Build a house,2,"[1, 13]","[1, 13]",0.0,0.8480777144432070,0.7512326,3,3,0.7651236029238930,0,1,2,-5.604652508749010
992,2718,2,1612465334226,1612465344968,een kunstwerk maken,create a work of art,create work art,,,,,19,17.0,6.337035303967940,build a shed,3,[17],"[1, 13]",1.0,0.7299916744232180,0.75736105,7,3,0.9092446401776930,1,0,1,-4.911505328189070
993,2718,2,1612465344968,1612465350565,in mijn tas bewaren,keep in my bag,keep bag,Keep in bag,1,,,19,19.0,5.684698010471780,create a work of art,4,[32],[17],1.0,0.7139562368392940,0.7298047,5,7,0.9459462174534860,1,1,1,-5.812291873527260
994,2718,2,1612465350565,1612465361697,je geld bovenop bewaren,keep your money on top,keep money top,Money holder,,,,23,19.0,6.181568244343990,keep in my bag,5,[32],[32],0.0,0.8048722743988040,0.7464434,14,5,0.9459462174534860,1,1,1,-5.332718793265370
995,2718,2,1612465361697,1612465402244,op zitten,sit on,sit,seat,,,,9,23.0,8.41293700403502,keep your money on top,6,"[5, 28]",[32],1.0,0.7900143265724180,0.76931226,4,14,0.911814872663321,1,1,1,-4.593051597070530
996,2718,2,1612465402244,1612465405901,op staan,to get up,get,,1,,,8,9.0,6.124409830504040,sit on,7,[28],"[5, 28]",0.0,0.8069186210632320,0.76047844,14,4,0.8843117428289120,1,1,1,-5.8923345812007900
997,2718,2,1612465405901,1612465425217,tekenening in krassen,drawing in scratches,drawing scratches,,,,,21,8.0,6.8238947769241700,to get up,8,[7],[28],1.0,0.7465144395828250,0.7480136,22,14,0.8843117428289120,1,1,1,-6.431331081933480
998,2718,2,1612465425217,1612465459900,een klein huisje voor je kat,a small house for your cat,small house cat,house,,,,28,21.0,7.121598573813330,drawing in scratches,9,"[13, 40]",[7],1.0,0.7118613719940190,0.7198475,3,22,0.736169546355502,1,1,1,-4.793722292532680
999,2718,2,1612465459900,1612465472431,naar mark rutte gooien,throwing at mark rutte,throwing mark rutte,Throwing,,,,22,28.0,6.344479391957640,a small house for your cat,10,"[2, 49]","[13, 40]",1.0,0.685107946395874,0.74436915,14,3,0.9878608909148350,1,1,1,-4.688361776874860
1000,2718,2,1612465472431,1612465488563,als podium gebruiken,use as a stage,use stage,Podium or stage,,,1,20,22.0,6.692517891426530,throwing at mark rutte,11,[13],"[2, 49]",1.0,0.7229301929473880,0.7599736,20,14,0.9878608909148350,1,1,1,-6.585481761760740
1001,2718,2,1612465488563,1612465523375,als mondkapje gebruiken,use as a face mask,use face mask,Face mask,,,,23,20.0,7.322058031408830,use as a stage,12,"[10, 29]",[13],1.0,0.7966089248657230,0.722394,15,20,0.8835298354242060,1,1,1,-5.332718793265370
1002,2718,2,1612465523375,1612465554292,in stof proppen en er een pop van maken,stuff it into fabric and make it into a doll,stuff fabric make doll,Stuff fabric to make doll,,,,39,23.0,6.675184417067100,use as a face mask,13,[54],"[10, 29]",1.0,0.7575213313102720,0.7652298,15,15,0.8835298354242060,0,1,2,-5.979345958190420
1003,2718,2,1612465554292,1612465571151,een snack,a snack,snack,,1,,,9,39.0,7.535281871699960,stuff it into fabric and make it into a doll,14,[9],[54],1.0,0.7624515295028690,0.7636771,9,15,0.7505571088052670,1,0,1,-5.979345958190420
1004,2718,2,1612465571151,1612465598829,astrezenca vaccinaties mee slopen voordat oudere mensen ze krijgen,astrezenca vaccinations before older people receive them,astrezenca vaccinations older people receive,,1,,,66,9.0,6.038142091656860,a snack,15,[36],[9],1.0,0.7313145399093630,0.6946466,14,9,0.9878608909148350,1,1,1,-4.688361776874860
1005,2718,2,1612465598829,1612465604559,ruilen voor een vliegticket,exchange for a plane ticket,exchange plane ticket,Exchange ,,,,27,66.0,5.356455238833520,astrezenca vaccinations before older people receive them,16,[35],[36],1.0,0.6996292471885680,0.68398666,14,14,0.9878608909148350,0,1,2,-6.297799689308960
1006,2718,2,1612465604559,1612465640423,in een TV gooien,throw it into a TV,throw TV,throw,,,,16,27.0,7.714789024919340,exchange for a plane ticket,17,[23],[35],1.0,0.7203857898712160,0.7554742,22,14,0.9079775991239940,1,0,1,-5.332718793265370
1007,2718,2,1612465640423,1612465649016,het knuffelen,the cuddling,cuddling,,,,,13,16.0,6.493375553484400,throw it into a TV,18,[0],[23],1.0,0.7475171089172360,0.7487959,15,22,0.9079775991239940,1,1,1,-5.8923345812007900
1008,2718,2,1612465649016,1612465668917,kunstwerk maken,create artwork,create artwork,,,,,15,13.0,7.19028660910635,the cuddling,19,[17],[0],1.0,0.7342351078987120,0.75704527,7,15,0.9092446401776930,1,1,1,-4.911505328189070
1009,2718,2,1612465668917,1612465699403,een villa bouwen,build a villa,build villa,,,,,16,15.0,7.552302902206010,create artwork,20,"[1, 13]",[17],1.0,0.7301961779594420,0.7486616,3,7,0.9827990995384490,1,1,1,-5.738183901373530
1010,2718,2,1612465699403,1612465702960,een kelder bouwen,build a cellar,build cellar,,,,,17,16.0,5.342263886415760,build a villa,21,"[1, 13]","[1, 13]",0.0,0.8228161334991460,0.7813835,21,3,0.9827990995384490,1,1,1,-6.585481761760740
1011,2718,2,1612465702960,1612465708238,een bunker bouwen,build a bunker,build bunker,,,0,,17,17.0,5.737283619382330,build a cellar,22,"[1, 13]","[1, 13]",0.0,0.8363996148109440,0.753469,4,21,0.8342783590819790,1,1,1,-6.074656137994750
1012,2718,2,1612465708238,1612465782353,je kamer mee decoreren,decorate your room,decorate room,,,,,22,17.0,8.122256554836490,build a bunker,23,[47],"[1, 13]",1.0,0.7287000417709350,0.7358812,4,4,0.8342783590819790,0,1,2,-6.297799689308960
1013,2718,2,1612465782353,1612465808368,in een mand leggen,put in a basket,put basket,Keep in basket,,,,18,22.0,7.275883823737390,decorate your room,24,[32],[47],1.0,0.7275466322898870,0.76018965,9,4,0.9313542676212880,1,0,1,-5.081404364984460
1014,2718,2,1612465808368,1612465822105,voor de deur zetten,put in front of the door,put front door,Door stopper,,,,19,18.0,6.583063380896460,put in a basket,25,"[20, 39]",[32],1.0,0.8279983997344970,0.75575775,17,9,0.9313542676212880,1,1,1,-4.713679584859150
1015,2719,2,1612474227059,1612474233510,wapen,weapon,weapon,,,,,5,10.0,7.162358736914620,elevation,1,[48],[28],1.0,0.7440755367279050,0.7530154,22,5,0.9450862738747160,1,1,1,-3.772071045000700
1016,2719,2,1612474233510,1612474243813,deurstop,doorstop,doorstop,Doorstop,,,,8,5.0,7.160554715203860,weapon,2,[20],[48],1.0,0.7403810620307920,0.77846,17,22,0.8915292792835360,1,1,1,-4.713679584859150
1017,2719,2,1612474243813,1612474255397,om iets tegen te houden ,to stop something,stop something,,,0,,24,8.0,6.178808194291010,doorstop,3,[21],[20],1.0,0.7862049341201780,0.7695371,22,17,0.9358866375242030,1,1,1,-6.297799689308960
1018,2719,2,1612474255397,1612474275924,als schilder ondergrond ,as a painting surface,painting surface,,,,,24,24.0,6.751150200692820,to stop something,4,"[17, 53]",[21],1.0,0.7645518779754640,0.76092166,13,22,0.9358866375242030,1,1,1,-6.297799689308960
1019,2719,2,1612474275924,1612474291396,gereedschap,tools,tools,,,,,11,24.0,7.248714188662670,as a painting surface,5,[11],"[17, 53]",1.0,0.7468792200088500,0.7919014,13,13,0.9161889704895420,0,1,2,-5.669191029886580
1020,2719,2,1612474291396,1612474312646,traingewicht,training weight,training weight,Weight lifting,,,,12,11.0,7.479064338127640,tools,6,"[26, 56]",[11],1.0,0.7592765688896180,0.7308776,16,13,0.9161889704895420,1,0,1,-5.669191029886580
1021,2719,2,1612474312646,1612474333369,om iets te verzwaren ,to make something heavier,make something heavier,Make heavy,,,,21,12.0,6.894223662020010,training weight,7,[26],"[26, 56]",0.0,0.8184770345687870,0.77567947,16,16,0.590896463354011,0,1,2,-5.332718793265370
1022,2719,2,1612474333369,1612474368049,hondenhok van bouwen ,building doghouse,building doghouse,house,,,,21,21.0,7.409244597628280,to make something heavier,8,"[1, 40]",[26],1.0,0.7776421904563900,0.7734759,3,16,0.5248463012828750,1,0,1,-6.767803318554690
1023,2719,2,1612474368049,1612474379365,kunst object van maken ,turning it into an art object,turning art object,art,,,,23,21.0,6.197970457269170,building doghouse,9,"[17, 54]","[1, 40]",1.0,0.7609072923660280,0.7772144,7,3,0.9873575592904490,1,1,1,-4.821893169499380
1024,2719,2,1612474379365,1612474394921,spelletje,game,game,game,,,,9,23.0,7.454832468753620,turning it into an art object,10,"[19, 55]","[17, 54]",1.0,0.7669482231140140,0.7785444,20,7,0.9873575592904490,1,1,1,-5.486869473092630
1025,2719,2,1612474394921,1612474418748,autoklem zodat het niet naar achter rolt ,car clamp so it doesn't roll backwards,car clamp n't roll backwards,Support weight for wheels,,,,41,9.0,6.36457232692979,game,11,"[20, 15]","[19, 55]",1.0,0.7160691022872930,0.7322304,5,20,0.8931452614806660,1,1,1,-6.074656137994750
1026,2719,2,1612474418748,1612474467550,boekensteun,bookend,bookend,,,,,11,41.0,8.397574950072310,car clamp so it doesn't roll backwards,12,[6],"[20, 15]",1.0,0.7245759963989260,0.76556885,4,5,0.987912703687808,1,1,1,-4.250106845943700
1027,2719,2,1612474467550,1612474582573,kaarshouder,candle holder,candle holder,,,,,11,11.0,9.254968206002050,bookend,13,[6],[6],0.0,0.7814329862594600,0.7706041,15,4,0.987912703687808,1,1,1,-5.241747015059640
1028,2720,2,1612482180394,1612482188371,raam ingooien,smash a window,smash window,,,,,13,11.0,6.418960818094630,building wall,1,[23],"[1, 13, 60]",1.0,0.7683500051498410,0.76365525,18,2,0.5732590824490450,1,1,1,-4.425997512407360
1029,2720,2,1612482188371,1612482194361,kunst maken,making art,making art,art,,,,11,13.0,6.299492214395650,smash a window,2,[17],[23],1.0,0.7170090675354000,0.7786993,7,18,0.9092446401776930,1,1,1,-4.911505328189070
1030,2720,2,1612482194361,1612482214345,iemand doden,kill someone,kill someone,,,,,12,11.0,7.4176304512121300,making art,3,[44],[17],1.0,0.7447432279586790,0.74121904,22,7,0.9092446401776930,1,1,1,-5.381508957434800
1031,2720,2,1612482214345,1612482256662,verkopen,to sell,sell,,,,,8,12.0,8.573455370424370,kill someone,4,[35],[44],1.0,0.7734326124191280,0.76480144,14,22,0.9948137485665570,1,1,1,-4.570578741218470
1032,2720,2,1612482256662,1612482280582,openhaard van maken,make a fireplace,make fireplace,fireplace,,,,19,8.0,7.13783263058347,to sell,5,"[1, 31]",[35],1.0,0.742932915687561,0.78775245,8,14,0.9948137485665570,1,1,1,-5.381508957434800
1033,2720,2,1612482280582,1612482305361,buitenhaard van maken,make an outdoor fireplace,make outdoor fireplace,fireplace,,0,,21,19.0,7.073017466115130,make a fireplace,6,"[1, 31]","[1, 31]",0.0,0.9238813519477840,0.78667885,8,8,1,0,1,2,-5.381508957434800
1034,2720,2,1612482305361,1612482337237,weg aanleggen,build a road,build road,,,,,13,21.0,7.804557334272430,make an outdoor fireplace,7,"[1, 24]","[1, 31]",0.0,0.742570161819458,0.7913516,10,8,0.967107402389044,1,0,1,-5.199187400640850
1035,2720,2,1612482337237,1612482353666,stoep maken,make a sidewalk,make sidewalk,,,,,11,13.0,7.308740671159480,build a road,8,"[1, 24]","[1, 24]",0.0,0.8442399501800540,0.7769003,10,10,0.967107402389044,0,1,2,-5.604652508749010
1036,2720,2,1612482353666,1612482373731,bank van maken,make a bank,make bank,,,,,14,11.0,7.267500504778090,make a sidewalk,9,"[35, 13]","[1, 24]",1.0,0.7953484058380130,0.7573896,14,10,0.9758765896908650,1,0,1,-5.812291873527260
1037,2720,2,1612482373731,1612482523965,plantenbak van maken,make a planter,make planter,,,,,20,14.0,8.924183802020230,make a bank,10,[54],"[35, 13]",1.0,0.7675118446350100,0.7729135,11,14,0.9758765896908650,1,1,1,-5.604652508749010
1038,2721,2,1612519245313,1612519292812,Klei,Clay,Clay,,,,,4,4.0,9.382148522753230,Wall,1,[54],"[13, 60]",1.0,0.7963307499885560,0.8085753,13,2,0.9747182008859630,1,1,1,-5.486869473092630
1039,2721,2,1612519292812,1612519304932,kunstmatige steen,artificial stone,artificial stone,,,,,17,4.0,6.5690481940054700,Clay,2,[54],[54],0.0,0.7912986874580380,0.8051367,14,13,0.9948137485665570,1,1,1,-4.570578741218470
1040,2721,2,1612519304932,1612519330350,Cement,Cement,Cement,,,,,6,17.0,8.351394379174950,artificial stone,3,[0],[54],1.0,0.7978310585021970,0.81731206,13,14,0.9948137485665570,1,1,1,-5.009945401002320
1041,2721,2,1612519330350,1612519351319,achteruin,back yard,back yard,,,,,9,6.0,7.753468551239100,Cement,4,[22],[0],1.0,0.7570757865905760,0.7738256,11,13,0.9949740122933940,1,1,1,-5.432802251822350
1042,2721,2,1612519351319,1612519360570,grond,ground,ground,,,,,5,9.0,7.5229138906801100,back yard,5,[56],[22],1.0,0.8027875423431400,0.7729877,13,11,0.9949740122933940,1,1,1,-6.074656137994750
1043,2721,2,1612519360570,1612519375432,bouw,build,build,,,,,4,5.0,8.220201249638680,ground,6,[1],[56],1.0,0.7704081535339360,0.82695335,3,13,0.9539734943698600,1,1,1,-4.046507890702460
1044,2721,2,1612519375432,1612519413056,Metselaar ,Mason,Mason,,,,,10,4.0,8.232745881474390,build,7,[1],[1],0.0,0.7682139277458190,0.8035356,14,3,0.9948137485665570,1,1,1,-4.570578741218470
1045,2721,2,1612519413056,1612519424621,metselwerk,brickwork,brickwork,,,,,10,10.0,7.052937288826640,Mason,8,[1],[1],0.0,0.7876612544059750,0.92864764,1,14,0.9948137485665570,1,1,1,-4.663669164284480
1046,2721,2,1612519424621,1612519487977,Huis,House,House,,,,,4,10.0,9.670214748113120,brickwork,9,[13],[1],1.0,0.7665140628814700,0.77821827,3,1,0.9472208259531390,1,1,1,-4.793722292532680
1047,2722,2,1612521361978,1612521371700,dingen mee kapot maken,destroy things,destroy things,,,,,22,11.0,6.090538296946440,build a house,1,[23],"[1, 13]",1.0,0.7539835572242740,0.78729236,21,3,0.7943130494024820,1,1,1,-5.738183901373530
1048,2722,2,1612521371700,1612521379102,Bastogne koekjes malen,Grinding Bastogne cookies,Grinding Bastogne cookies,Grind cookies,,,,22,22.0,5.817719740973980,destroy things,2,[37],[23],1.0,0.7556358575820920,0.75963414,13,21,0.7943130494024820,1,1,1,-5.8923345812007900
1049,2722,2,1612521379102,1612521398528,als statief er dingen tegenaan zetten,place things against it as a tripod,place things tripod,tripod,,,,37,22.0,6.262973461951900,Grinding Bastogne cookies,3,[12],[37],1.0,0.7153961658477780,0.75958776,5,13,0.8185486075688640,1,1,1,-5.8923345812007900
1050,2722,2,1612521398528,1612521516131,iets tussen klemmen,something between clamps,something clamps,Clamps,,,,19,37.0,8.73059045421712,place things against it as a tripod,4,[0],[12],1.0,0.7811299562454220,0.75823796,5,5,0.8185486075688640,0,1,2,-6.074656137994750
1051,2722,2,1612521516131,1612521529901,ring verbuigen,bend ring,bend ring,,1,,,14,19.0,6.890936054054940,something between clamps,5,[54],[0],1.0,0.8200818300247190,0.7551925,22,5,0.9723216265894700,1,0,1,-5.332718793265370
1052,2722,2,1612521529901,1612521541888,als gewicht gebruiken,use as weight,use weight,weight,,,,21,14.0,6.346617500072500,bend ring,6,[26],[54],1.0,0.7700990438461300,0.7499114,16,22,0.9723216265894700,1,1,1,-4.527093629278730
1053,2722,2,1612521541888,1612521559114,op iets zetten dat het niet wegwaait,put it on something so it won't blow away,put something wo n't blow away,Weight against wind,,,,36,21.0,6.170133608320360,use as weight,7,[20],[26],1.0,0.7534193992614750,0.75356567,19,16,0.8857635811696380,1,1,1,-5.738183901373530
1054,2723,2,1612521595097,1612521601502,bestrating,pavement,pavement,,,,,10,5.0,6.461858725079640,wall,1,[24],"[13, 60]",1.0,0.7637300491333010,0.79562825,10,2,0.9747182008859630,1,1,1,-5.199187400640850
1055,2723,2,1612521601502,1612521620107,stenen bbq,stone BBQ,stone BBQ,Stone barbecue grill,,,,10,10.0,7.52846616627737,pavement,2,"[1, 31]",[24],1.0,0.7438910603523250,0.8179,13,10,0.9975790344640710,1,1,1,-4.793722292532680
1056,2723,2,1612521620107,1612521662811,paperweight,paperweight,paperweight,,,,,11,10.0,8.264088199994550,stone BBQ,3,[20],"[1, 31]",1.0,0.7041984796524050,0.76691777,22,13,0.9975790344640710,1,1,1,-5.158365406120590
